ResponseID,MissionUndefinedLikelihood,MisalignedMissionLikelihood,NoSocialImpactLikelihood,LaidOffEmployees,ExpectedSalary3Years,ExpectedSalary5Years
1111,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
1112,No,"Will NOT work for them",9,Yes,"21k to 25k","50k to 70k"
1113,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1114,Yes,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
1115,No,"Will NOT work for them",1,No,"41k to 50k","111k to 130k"
1116,Yes,"Will NOT work for them",7,No,>50k,">151k"
1117,Yes,"Will work for them",5,No,"41k to 50k",">151k"
1118,No,"Will NOT work for them",6,No,"26k to 30k","71k to 90k"
1119,No,"Will NOT work for them",2,Yes,>50k,"131k to 150k"
1120,No,"Will work for them",8,Yes,"21k to 25k","50k to 70k"
1121,No,"Will NOT work for them",5,No,>50k,">151k"
1122,No,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1123,No,"Will NOT work for them",1,No,"26k to 30k","50k to 70k"
1124,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
1125,No,"Will work for them",8,"I have NO other choice","16k to 20k","50k to 70k"
1126,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1127,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
1128,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
1129,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1130,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
1131,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1132,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","11k to 15k","71k to 90k"
1133,No,"Will NOT work for them",1,No,"26k to 30k","50k to 70k"
1134,No,"Will NOT work for them",1,No,>50k,"131k to 150k"
1135,No,"Will NOT work for them",4,"I have NO other choice","26k to 30k","111k to 130k"
1136,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
1137,No,"Will NOT work for them",8,Yes,>50k,"131k to 150k"
1138,Yes,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
1139,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
1140,No,"Will NOT work for them",10,"I have NO other choice","41k to 50k","111k to 130k"
1141,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1142,No,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
1143,No,"Will NOT work for them",2,Yes,"41k to 50k","91k to 110k"
1144,No,"Will NOT work for them",1,No,"31k to 40k","91k to 110k"
1145,No,"Will NOT work for them",3,No,>50k,">151k"
1146,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
1147,Yes,"Will NOT work for them",5,No,"41k to 50k","30k to 50k"
1148,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1149,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
1150,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
1151,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1152,Yes,"Will work for them",10,No,"26k to 30k","71k to 90k"
1153,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
1154,No,"Will work for them",6,No,>50k,"50k to 70k"
1155,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
1156,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
1157,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere","26k to 30k","30k to 50k"
1158,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1159,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
1160,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
1161,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
1162,No,"Will NOT work for them",5,Yes,"5K to 10K","50k to 70k"
1163,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
1164,No,"Will NOT work for them",5,No,>50k,">151k"
1165,No,"Will NOT work for them",3,No,"31k to 40k","71k to 90k"
1166,Yes,"Will work for them",5,"I have NO other choice","31k to 40k",">151k"
1167,No,"Will NOT work for them",6,No,"26k to 30k","71k to 90k"
1168,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
1169,No,"Will work for them",4,Yes,>50k,">151k"
1170,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
1171,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","30k to 50k"
1172,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
1173,Yes,"Will NOT work for them",2,No,"41k to 50k","131k to 150k"
1174,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
1175,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
1176,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
1177,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1178,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
1179,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
1180,No,"Will NOT work for them",2,No,"31k to 40k","111k to 130k"
1181,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","71k to 90k"
1182,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
1183,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1184,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
1185,No,"Will NOT work for them",3,No,"41k to 50k",">151k"
1186,Yes,"Will work for them",3,"I have NO other choice","31k to 40k",">151k"
1187,No,"Will NOT work for them",10,Yes,"31k to 40k","111k to 130k"
1188,No,"Will NOT work for them",5,No,"21k to 25k","50k to 70k"
1189,Yes,"Will work for them",10,No,"41k to 50k",">151k"
1190,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","30k to 50k"
1191,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1192,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
1193,No,"Will work for them",8,No,"26k to 30k","131k to 150k"
1194,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
1195,Yes,"Will work for them",10,No,"16k to 20k","71k to 90k"
1196,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
1197,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","30k to 50k"
1198,No,"Will NOT work for them",2,Yes,"41k to 50k","50k to 70k"
1199,No,"Will NOT work for them",1,No,"26k to 30k","91k to 110k"
1200,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1201,No,"Will NOT work for them",1,No,"26k to 30k","71k to 90k"
1202,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
1203,Yes,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
1204,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
1205,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","30k to 50k"
1206,No,"Will NOT work for them",6,No,"31k to 40k","91k to 110k"
1207,Yes,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere","26k to 30k","30k to 50k"
1208,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
1209,Yes,"Will work for them",10,Yes,"41k to 50k","91k to 110k"
1210,No,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
1211,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
1212,Yes,"Will NOT work for them",2,Yes,"41k to 50k","91k to 110k"
1213,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
1214,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1215,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","5K to 10K","30k to 50k"
1216,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
1217,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
1218,No,"Will work for them",6,No,>50k,"71k to 90k"
1219,No,"Will NOT work for them",1,No,"41k to 50k","71k to 90k"
1220,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
1221,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
1222,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1223,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1224,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
1225,No,"Will NOT work for them",5,No,"11k to 15k","71k to 90k"
1226,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
1227,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
1228,No,"Will work for them",8,Yes,"26k to 30k","71k to 90k"
1229,Yes,"Will NOT work for them",2,"I have NO other choice","21k to 25k","91k to 110k"
1230,No,"Will NOT work for them",8,"I have NO other choice","26k to 30k","71k to 90k"
1231,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
1232,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
1233,No,"Will NOT work for them",5,No,>50k,">151k"
1234,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
1235,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
1236,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
1237,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
1238,Yes,"Will work for them",8,"I have NO other choice","26k to 30k","71k to 90k"
1239,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
1240,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
1241,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
1242,Yes,"Will work for them",5,Yes,>50k,"131k to 150k"
1243,No,"Will NOT work for them",8,No,>50k,">151k"
1244,Yes,"Will NOT work for them",9,No,"21k to 25k","71k to 90k"
1245,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
1246,No,"Will work for them",7,Yes,"26k to 30k","30k to 50k"
1247,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
1248,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
1249,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
1250,No,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1251,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
1252,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1253,Yes,"Will NOT work for them",3,No,"21k to 25k","50k to 70k"
1254,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","50k to 70k"
1255,No,"Will NOT work for them",7,No,"26k to 30k","91k to 110k"
1256,No,"Will NOT work for them",10,No,"41k to 50k","91k to 110k"
1257,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1258,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1259,Yes,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","11k to 15k","111k to 130k"
1260,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k",">151k"
1261,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1262,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
1263,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1264,No,"Will NOT work for them",6,Yes,>50k,">151k"
1265,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
1266,No,"Will NOT work for them",5,"I have NO other choice",>50k,">151k"
1267,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
1268,No,"Will work for them",8,Yes,"26k to 30k","71k to 90k"
1269,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
1270,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
1271,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1272,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
1273,No,"Will NOT work for them",3,No,"26k to 30k","50k to 70k"
1274,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
1275,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere","21k to 25k",">151k"
1276,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","16k to 20k","30k to 50k"
1277,Yes,"Will NOT work for them",7,No,>50k,"131k to 150k"
1278,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
1279,Yes,"Will NOT work for them",8,No,"26k to 30k","30k to 50k"
1280,No,"Will NOT work for them",5,No,>50k,"91k to 110k"
1281,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
